image,boxes0,boxes1,boxes2,boxes3,boxes4
,353.0,473.0,438.0,549.0,0.8977864980697632
,292.0,446.0,370.0,511.0,0.9030138254165649
,143.0,253.0,216.0,315.0,0.9041438102722168
,126.0,152.0,187.0,206.0,0.9052199125289917
,407.0,354.0,484.0,421.0,0.91692054271698
,221.0,112.0,288.0,176.0,0.9212216734886169
,396.0,435.0,486.0,515.0,0.9235865473747253
,234.0,481.0,325.0,560.0,0.927388608455658
IMG_1008.jpg.4b38c0jp.ingestion-55b478f466-cp67z.jpg,48.0,8.0,554.0,623.0,1.0
,351.0,339.0,392.0,374.0,0.3119809329509735
,421.0,442.0,440.0,460.0,0.32504144310951233
,314.0,276.0,365.0,312.0,0.34611976146698
,157.0,283.0,210.0,336.0,0.35768792033195496
,353.0,203.0,381.0,222.0,0.3676198422908783
,518.0,585.0,540.0,609.0,0.4346392750740051
,484.0,584.0,508.0,606.0,0.489474892616272
,207.0,235.0,263.0,282.0,0.5154604315757751
,196.0,276.0,245.0,321.0,0.7342528104782104
,332.0,273.0,370.0,309.0,0.743315577507019
,412.0,208.0,447.0,244.0,0.7675222754478455
,55.0,17.0,92.0,49.0,0.7879385352134705
,236.0,276.0,282.0,318.0,0.7959917783737183
,296.0,281.0,341.0,320.0,0.8371232748031616
,68.0,265.0,134.0,317.0,0.8619475364685059
,385.0,323.0,432.0,365.0,0.865504264831543
,262.0,245.0,313.0,292.0,0.8830661177635193
,127.0,247.0,182.0,292.0,0.8831518888473511
,342.0,217.0,384.0,253.0,0.8876634836196899
,363.0,358.0,409.0,402.0,0.8893935680389404
IMG_1090.jpg.4b38bfg7.ingestion-55b478f466-w9ws7.jpg,191.0,228.0,543.0,589.0,1.0
,445.0,248.0,592.0,372.0,0.8587605953216553
,333.0,203.0,471.0,304.0,0.8923569321632385
,147.0,216.0,286.0,328.0,0.9240588545799255
,187.0,510.0,304.0,619.0,0.9247070550918579
,332.0,295.0,484.0,428.0,0.9307717680931091
,193.0,283.0,344.0,403.0,0.9370905160903931
IMG_1050.jpg.4b38bp5h.ingestion-55b478f466-z2d8c.jpg,147.0,194.0,461.0,421.0,1.0
,251.0,262.0,301.0,317.0,0.35576921701431274
,209.0,190.0,284.0,248.0,0.3974854350090027
,377.0,285.0,455.0,357.0,0.6675598621368408
,144.0,282.0,201.0,331.0,0.7373112440109253
,207.0,235.0,275.0,295.0,0.8435133695602417
,306.0,296.0,397.0,373.0,0.8579164147377014
,308.0,365.0,375.0,428.0,0.8629689812660217
,363.0,343.0,430.0,407.0,0.864648699760437
,195.0,285.0,259.0,342.0,0.8764845132827759
,411.0,250.0,461.0,298.0,0.8792195320129395
,364.0,212.0,436.0,275.0,0.8838576674461365
,284.0,235.0,348.0,288.0,0.9199085831642151
IMG_1025.jpg.4b38care.ingestion-55b478f466-cp67z.jpg,0.0,46.0,547.0,639.0,1.0
,440.0,321.0,465.0,341.0,0.30391979217529297
,314.0,62.0,334.0,80.0,0.3110772669315338
,0.0,132.0,21.0,157.0,0.33115479350090027
,253.0,118.0,268.0,137.0,0.3344878554344177
,52.0,268.0,71.0,287.0,0.34400275349617004
,311.0,65.0,337.0,82.0,0.36577320098876953
,30.0,232.0,51.0,253.0,0.40310531854629517
,15.0,143.0,34.0,161.0,0.4179379642009735
,10.0,144.0,32.0,163.0,0.42351680994033813
,25.0,282.0,47.0,297.0,0.4435310959815979
,60.0,230.0,84.0,248.0,0.49420860409736633
,0.0,122.0,16.0,155.0,0.5782093405723572
,490.0,549.0,523.0,581.0,0.621611475944519
,501.0,605.0,540.0,642.0,0.6811567544937134
,446.0,224.0,489.0,262.0,0.7635013461112976
,399.0,219.0,445.0,259.0,0.7650129199028015
,10.0,259.0,39.0,284.0,0.8050295114517212
,151.0,388.0,212.0,439.0,0.8234211802482605
,479.0,578.0,519.0,615.0,0.8347687125205994
,426.0,253.0,475.0,296.0,0.8473898768424988
,295.0,232.0,350.0,279.0,0.8520810008049011
,338.0,274.0,400.0,325.0,0.8760497570037842
,150.0,349.0,212.0,401.0,0.8769126534461975
,289.0,294.0,353.0,351.0,0.8858650922775269
,202.0,372.0,265.0,427.0,0.9150840044021606
IMG_1042.jpg.4b38bg69.ingestion-55b478f466-w9ws7.jpg,78.0,0.0,524.0,618.0,1.0
,76.0,0.0,137.0,27.0,0.35398465394973755
,123.0,218.0,207.0,299.0,0.3849274814128876
,424.0,437.0,551.0,591.0,0.38639572262763977
,373.0,347.0,440.0,402.0,0.3913310766220093
,302.0,384.0,389.0,465.0,0.4045459032058716
,116.0,220.0,212.0,323.0,0.4096696376800537
,157.0,349.0,220.0,412.0,0.4600290060043335
,355.0,346.0,432.0,410.0,0.6053364276885986
,322.0,537.0,498.0,649.0,0.6282392740249634
,120.0,265.0,212.0,340.0,0.8075392842292786
,394.0,181.0,492.0,277.0,0.8659356832504272
,441.0,240.0,558.0,336.0,0.8718858957290649
,358.0,273.0,460.0,357.0,0.8745422959327698
,305.0,206.0,408.0,305.0,0.8969627022743225
,65.0,315.0,161.0,390.0,0.8991135358810425
,198.0,224.0,280.0,307.0,0.9101842045783997
,191.0,301.0,280.0,376.0,0.911180853843689
,238.0,343.0,323.0,422.0,0.9166148900985718
,283.0,302.0,371.0,378.0,0.9200455546379089
IMG_1036.jpg.4b38bhd3.ingestion-55b478f466-z2d8c.jpg,0.0,0.0,450.0,546.0,1.0
,235.0,0.0,274.0,22.0,0.30598676204681396
,54.0,0.0,87.0,31.0,0.31369030475616455
,51.0,-2.0,87.0,20.0,0.3277837634086609
,116.0,312.0,167.0,352.0,0.37560534477233887
,208.0,200.0,264.0,249.0,0.39931073784828186
,312.0,427.0,377.0,504.0,0.47618553042411804
,257.0,216.0,326.0,271.0,0.47774192690849304
,134.0,273.0,193.0,318.0,0.4841044247150421
,176.0,126.0,209.0,155.0,0.489606112241745
,0.0,438.0,12.0,485.0,0.4943464994430542
,-1.0,290.0,42.0,343.0,0.5243258476257324
,368.0,395.0,434.0,468.0,0.6201568245887756
,165.0,93.0,203.0,130.0,0.6385443210601807
,232.0,409.0,297.0,469.0,0.6428992748260498
,189.0,141.0,239.0,187.0,0.6514649987220764
,130.0,117.0,175.0,158.0,0.6592695713043213
,59.0,-3.0,95.0,22.0,0.6675759553909302
,190.0,439.0,252.0,499.0,0.6705440282821655
,394.0,334.0,457.0,391.0,0.6866748332977295
,327.0,208.0,383.0,264.0,0.7287188172340393
,371.0,465.0,418.0,514.0,0.744256854057312
,214.0,474.0,286.0,539.0,0.7756806015968323
,13.0,451.0,99.0,519.0,0.8192567825317383
,312.0,459.0,376.0,519.0,0.8562761545181274
,368.0,421.0,434.0,474.0,0.8607072234153748
,371.0,377.0,440.0,431.0,0.8651268482208252
,2.0,404.0,61.0,466.0,0.8669785857200623
,318.0,416.0,377.0,467.0,0.8928819298744202
,293.0,298.0,359.0,354.0,0.9046471118927002
,313.0,325.0,393.0,393.0,0.9168046712875366
,239.0,263.0,321.0,327.0,0.9194602966308594
,373.0,296.0,444.0,352.0,0.9205086827278137
,96.0,483.0,188.0,560.0,0.9294335246086121
,223.0,313.0,314.0,397.0,0.9342190027236938
,320.0,252.0,396.0,317.0,0.9395149946212769
IMG_1011.jpg.4b38c87m.ingestion-55b478f466-z2d8c.jpg,152.0,0.0,445.0,480.0,1.0
,282.0,301.0,323.0,336.0,0.35576438903808594
,337.0,344.0,400.0,413.0,0.4735085368156433
,386.0,362.0,440.0,412.0,0.5083802938461304
,143.0,324.0,212.0,391.0,0.5752083659172058
,271.0,347.0,321.0,395.0,0.6116288304328918
,251.0,426.0,315.0,484.0,0.642422080039978
,297.0,261.0,360.0,315.0,0.6680471301078796
,222.0,-1.0,267.0,29.0,0.7222152352333069
,280.0,-1.0,335.0,49.0,0.7347509264945984
,346.0,331.0,408.0,385.0,0.7919227480888367
,197.0,428.0,252.0,476.0,0.812859058380127
,393.0,317.0,447.0,367.0,0.8723000884056091
,190.0,310.0,259.0,376.0,0.8733474016189575
,249.0,308.0,308.0,369.0,0.885787844657898
,333.0,373.0,390.0,420.0,0.8925333619117737
,341.0,288.0,403.0,342.0,0.9289134740829468
IMG_1071.jpg.4b38bvv8.ingestion-55b478f466-cp67z.jpg,16.0,133.0,256.0,509.0,1.0
,43.0,371.0,143.0,462.0,0.7058331370353699
,0.0,339.0,82.0,417.0,0.8274784684181213
,-3.0,108.0,87.0,209.0,0.8647143840789795
,183.0,442.0,279.0,526.0,0.8654950261116028
,-2.0,193.0,108.0,302.0,0.8789573311805725
,70.0,434.0,170.0,518.0,0.8884018659591675
,59.0,280.0,187.0,376.0,0.9043907523155212
,164.0,221.0,295.0,335.0,0.9245672225952148
,121.0,354.0,222.0,444.0,0.9258130192756653
,70.0,128.0,235.0,265.0,0.937483549118042
IMG_1080.jpg.4b38bque.ingestion-55b478f466-cp67z.jpg,213.0,28.0,426.0,592.0,1.0
,226.0,334.0,267.0,371.0,0.30708998441696167
,256.0,211.0,289.0,238.0,0.3830709159374237
,232.0,105.0,286.0,171.0,0.399962455034256
,315.0,464.0,363.0,506.0,0.4623287320137024
,230.0,278.0,274.0,323.0,0.48100194334983826
,237.0,226.0,281.0,289.0,0.49096304178237915
,234.0,80.0,282.0,123.0,0.4957634210586548
,278.0,258.0,329.0,299.0,0.577492356300354
,279.0,233.0,327.0,281.0,0.6358386278152466
,338.0,33.0,379.0,73.0,0.6411373615264893
,292.0,428.0,358.0,479.0,0.6650083065032959
,239.0,265.0,280.0,302.0,0.793688952922821
,280.0,230.0,323.0,266.0,0.8317362070083618
,225.0,290.0,269.0,327.0,0.8378874063491821
,236.0,221.0,286.0,268.0,0.8462150692939758
,284.0,61.0,338.0,111.0,0.8483560681343079
,235.0,109.0,283.0,152.0,0.861429750919342
,364.0,433.0,414.0,479.0,0.8651755452156067
,334.0,203.0,393.0,256.0,0.8699303269386292
,224.0,148.0,292.0,204.0,0.873333215713501
,211.0,434.0,266.0,483.0,0.8779793977737427
,370.0,44.0,433.0,100.0,0.8919599056243896
,260.0,333.0,316.0,383.0,0.8982194662094116
,242.0,466.0,303.0,519.0,0.9009955525398254
,353.0,92.0,418.0,150.0,0.9081430435180664
,316.0,536.0,381.0,599.0,0.9098588824272156
,212.0,364.0,269.0,411.0,0.9120166897773743
,335.0,383.0,406.0,449.0,0.914273738861084
,313.0,144.0,380.0,201.0,0.9266732931137085
,274.0,177.0,343.0,234.0,0.9374619126319885
,247.0,516.0,315.0,579.0,0.9377039074897766
,271.0,379.0,338.0,442.0,0.941338300704956
IMG_1030.jpg.4b38ccmu.ingestion-55b478f466-cp67z.jpg,203.0,236.0,509.0,483.0,1.0
,279.0,332.0,347.0,389.0,0.33164769411087036
,230.0,330.0,269.0,368.0,0.40590402483940125
,386.0,434.0,440.0,483.0,0.4497707188129425
,292.0,390.0,347.0,433.0,0.4498656988143921
,218.0,385.0,267.0,434.0,0.5213525295257568
,339.0,395.0,395.0,448.0,0.7426053285598755
,433.0,434.0,488.0,482.0,0.7636768221855164
,273.0,274.0,326.0,322.0,0.7703571319580078
,273.0,323.0,331.0,372.0,0.7710978388786316
,298.0,349.0,358.0,403.0,0.8156861662864685
,241.0,356.0,298.0,406.0,0.8779550790786743
,195.0,275.0,261.0,335.0,0.8879418969154358
,355.0,352.0,420.0,406.0,0.8895015716552734
,235.0,233.0,298.0,290.0,0.8966519236564636
,455.0,397.0,514.0,450.0,0.8980780839920044
,395.0,391.0,461.0,447.0,0.9047860503196716
,309.0,284.0,382.0,352.0,0.9063292741775513
IMG_1048.jpg.4b38bi52.ingestion-55b478f466-cp67z.jpg,46.0,66.0,551.0,482.0,1.0
,491.0,61.0,562.0,122.0,0.30346304178237915
,99.0,194.0,169.0,228.0,0.3058456778526306
,210.0,133.0,258.0,172.0,0.3486473560333252
,196.0,102.0,255.0,144.0,0.35382500290870667
,150.0,143.0,183.0,179.0,0.35538044571876526
,51.0,308.0,91.0,341.0,0.36260202527046204
,191.0,384.0,249.0,443.0,0.3642711639404297
,257.0,237.0,314.0,290.0,0.3870045840740204
,203.0,395.0,260.0,446.0,0.39507150650024414
,189.0,174.0,238.0,219.0,0.3957511782646179
,212.0,226.0,251.0,265.0,0.454143762588501
,194.0,95.0,234.0,138.0,0.573199987411499
,56.0,242.0,95.0,275.0,0.600548505783081
,73.0,227.0,104.0,253.0,0.6064224243164062
,177.0,357.0,245.0,411.0,0.6243557333946228
,227.0,111.0,267.0,152.0,0.6983188390731812
,448.0,93.0,507.0,151.0,0.7143110036849976
,92.0,186.0,141.0,231.0,0.7277162671089172
,138.0,193.0,174.0,231.0,0.750566303730011
,238.0,351.0,291.0,402.0,0.7757201194763184
,280.0,371.0,362.0,437.0,0.7898403406143188
,178.0,169.0,230.0,212.0,0.8067401051521301
,191.0,434.0,242.0,480.0,0.8088295459747314
,76.0,283.0,107.0,313.0,0.8367632031440735
,230.0,419.0,297.0,486.0,0.8536950945854187
,207.0,140.0,246.0,178.0,0.856162428855896
,207.0,194.0,252.0,233.0,0.8588724732398987
,238.0,212.0,280.0,251.0,0.8780683279037476
,180.0,123.0,213.0,153.0,0.8890560865402222
,345.0,314.0,416.0,377.0,0.8892542719841003
,282.0,199.0,351.0,260.0,0.8999565839767456
,284.0,257.0,361.0,324.0,0.9010663628578186
,206.0,291.0,279.0,359.0,0.9216873645782471
IMG_1054.jpg.4b38cc08.ingestion-55b478f466-z2d8c.jpg,52.0,4.0,639.0,639.0,1.0
,64.0,355.0,92.0,369.0,0.3037233352661133
,254.0,422.0,283.0,445.0,0.3089047074317932
,208.0,468.0,232.0,491.0,0.3184790313243866
,365.0,608.0,385.0,627.0,0.3231890797615051
,555.0,243.0,581.0,269.0,0.32415831089019775
,450.0,374.0,471.0,393.0,0.3266870677471161
,454.0,342.0,483.0,364.0,0.32757019996643066
,365.0,603.0,385.0,624.0,0.329658567905426
,208.0,472.0,225.0,491.0,0.3371942639350891
,212.0,484.0,233.0,504.0,0.3488807678222656
,289.0,205.0,326.0,247.0,0.3515724539756775
,228.0,456.0,255.0,478.0,0.35412904620170593
,365.0,598.0,387.0,614.0,0.35942384600639343
,65.0,352.0,89.0,373.0,0.35969409346580505
,272.0,53.0,306.0,90.0,0.3967606723308563
,366.0,598.0,386.0,622.0,0.41648802161216736
,609.0,256.0,637.0,294.0,0.41947340965270996
,320.0,51.0,342.0,73.0,0.4203043580055237
,269.0,457.0,292.0,480.0,0.42601457238197327
,263.0,46.0,288.0,71.0,0.43046706914901733
,405.0,611.0,441.0,638.0,0.4351780116558075
,265.0,211.0,292.0,242.0,0.44501328468322754
,266.0,43.0,301.0,69.0,0.4502577781677246
,565.0,305.0,590.0,330.0,0.4503976106643677
,226.0,501.0,246.0,520.0,0.4522005617618561
,326.0,52.0,353.0,73.0,0.468956857919693
,368.0,596.0,388.0,616.0,0.4699208736419678
,286.0,47.0,304.0,69.0,0.4699818193912506
,332.0,49.0,358.0,73.0,0.4816610813140869
,467.0,8.0,516.0,51.0,0.48755258321762085
,574.0,311.0,601.0,337.0,0.49107858538627625
,547.0,300.0,578.0,323.0,0.5121665000915527
,169.0,173.0,187.0,192.0,0.5292539000511169
,570.0,316.0,596.0,336.0,0.5373536944389343
,521.0,244.0,542.0,266.0,0.5437856316566467
,195.0,158.0,229.0,188.0,0.5448439717292786
,326.0,64.0,356.0,93.0,0.5576019287109375
,525.0,239.0,552.0,259.0,0.6093884110450745
,208.0,445.0,237.0,467.0,0.6127896904945374
,281.0,46.0,306.0,70.0,0.6223790049552917
,532.0,237.0,555.0,258.0,0.6265532374382019
,524.0,241.0,544.0,265.0,0.6295990347862244
,450.0,281.0,474.0,307.0,0.6312816739082336
,230.0,405.0,254.0,431.0,0.6855171322822571
,536.0,217.0,557.0,240.0,0.7215302586555481
,426.0,353.0,456.0,383.0,0.7403093576431274
,558.0,254.0,587.0,275.0,0.7464308142662048
,293.0,222.0,330.0,253.0,0.7509357333183289
,258.0,477.0,288.0,502.0,0.763515293598175
,241.0,432.0,274.0,459.0,0.7759478688240051
,214.0,388.0,243.0,412.0,0.7771616578102112
,267.0,61.0,301.0,96.0,0.805292010307312
,327.0,72.0,356.0,98.0,0.8187328577041626
,258.0,216.0,289.0,243.0,0.8326268196105957
,397.0,284.0,429.0,310.0,0.838350236415863
,399.0,336.0,437.0,371.0,0.8401726484298706
,235.0,50.0,270.0,83.0,0.8457866311073303
,277.0,238.0,308.0,265.0,0.848438024520874
,288.0,199.0,326.0,229.0,0.85273277759552
IMG_1040.jpg.4b38bumj.ingestion-55b478f466-w9ws7.jpg,41.0,13.0,594.0,518.0,1.0
,498.0,-3.0,640.0,80.0,0.33424681425094604
,400.0,400.0,475.0,468.0,0.6105881333351135
,213.0,245.0,263.0,294.0,0.6168076395988464
,318.0,460.0,397.0,527.0,0.6699776649475098
,20.0,274.0,113.0,343.0,0.6767006516456604
,218.0,304.0,311.0,376.0,0.8146820664405823
,177.0,445.0,281.0,529.0,0.8592996597290039
,261.0,409.0,346.0,482.0,0.8863527178764343
,165.0,365.0,271.0,460.0,0.904638946056366
,284.0,265.0,373.0,344.0,0.9227050542831421
